23:01:35.458 ; Main  ; Info ; Creating Kernel Object
15:04:07.193 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
15:04:07.194 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
15:04:07.194 ; SmpegPlayer ; Info ; constructor successfull
15:04:07.759 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
15:04:07.919 ; Main  ; Info ; New Input Task
15:04:07.919 ; Main  ; Info ; New Timer Task
15:04:07.920 ; Main  ; Info ; New GameMenu Task
15:04:07.926 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
15:04:08.745 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
15:04:08.763 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
15:04:10.142 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
15:04:10.609 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
15:04:10.737 ; Main  ; Info ; GCPtr exit manual collect
15:04:10.737 ; GCPtr ; Warn ; Deleting [01F93648]
15:04:10.737 ; GCPtr ; Warn ; Deleting [01FB16C0]
15:04:10.737 ; GCPtr ; Warn ; Deleting [01FC3C38]
15:04:10.737 ; GCPtr ; Warn ; Deleting [01FC8AC8]
15:04:10.737 ; GCPtr ; Warn ; Deleting [01FC49F0]
15:04:10.738 ; GCPtr ; Warn ; Deleting [01FC4680]
15:04:10.738 ; Main  ; Info ; Calling SDL_Quit()
15:04:16.515 ; Main  ; Info ; Creating Kernel Object
15:04:16.516 ; Main  ; Info ; New RenderEngine Task
15:04:16.521 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
15:04:16.522 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
15:04:16.522 ; SmpegPlayer ; Info ; constructor successfull
15:04:17.089 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
15:04:17.248 ; Main  ; Info ; New Input Task
15:04:17.249 ; Main  ; Info ; New Timer Task
15:04:17.250 ; Main  ; Info ; New GameMenu Task
15:04:17.256 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
15:04:18.075 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
15:04:18.094 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
15:04:20.017 ; Main  ; Info ; GCPtr exit manual collect
15:04:20.017 ; GCPtr ; Warn ; Deleting [004E3648]
15:04:20.017 ; GCPtr ; Warn ; Deleting [005016C0]
15:04:20.017 ; Main  ; Info ; Calling SDL_Quit()
15:04:20.818 ; Main  ; Info ; Creating Kernel Object
15:04:20.819 ; Main  ; Info ; New RenderEngine Task
15:04:20.824 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
15:04:20.825 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
15:04:20.825 ; SmpegPlayer ; Info ; constructor successfull
15:04:21.383 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
15:04:21.542 ; Main  ; Info ; New Input Task
15:04:21.543 ; Main  ; Info ; New Timer Task
15:04:21.544 ; Main  ; Info ; New GameMenu Task
15:04:21.550 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
15:04:22.370 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
15:04:22.388 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
15:04:23.395 ; Main  ; Info ; GCPtr exit manual collect
15:04:23.395 ; GCPtr ; Warn ; Deleting [00653648]
15:04:23.395 ; GCPtr ; Warn ; Deleting [006716C0]
15:04:23.395 ; Main  ; Info ; Calling SDL_Quit()
15:06:20.304 ; Main  ; Info ; Creating Kernel Object
15:06:20.304 ; Main  ; Info ; New RenderEngine Task
15:06:20.310 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
15:06:20.310 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
15:06:20.311 ; SmpegPlayer ; Info ; constructor successfull
15:06:20.875 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
15:06:21.034 ; Main  ; Info ; New Input Task
15:06:21.034 ; Main  ; Info ; New Timer Task
15:06:21.035 ; Main  ; Info ; New GameMenu Task
15:06:21.041 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
15:06:21.857 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
15:06:21.875 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
15:06:22.619 ; Main  ; Info ; GCPtr exit manual collect
15:06:22.619 ; GCPtr ; Warn ; Deleting [00D83648]
15:06:22.619 ; GCPtr ; Warn ; Deleting [00DA16C0]
15:06:22.619 ; Main  ; Info ; Calling SDL_Quit()
15:10:43.809 ; Main  ; Info ; Creating Kernel Object
15:10:43.809 ; Main  ; Info ; New RenderEngine Task
15:10:43.815 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
15:10:43.816 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
15:10:43.816 ; SmpegPlayer ; Info ; constructor successfull
15:10:44.377 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
15:10:44.536 ; Main  ; Info ; New Input Task
15:10:44.536 ; Main  ; Info ; New Timer Task
15:10:44.538 ; Main  ; Info ; New GameMenu Task
15:10:44.544 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
15:10:45.375 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
15:10:45.393 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
15:10:45.889 ; Main  ; Info ; GCPtr exit manual collect
15:10:45.889 ; GCPtr ; Warn ; Deleting [00973648]
15:10:45.889 ; GCPtr ; Warn ; Deleting [009916C0]
15:10:45.889 ; Main  ; Info ; Calling SDL_Quit()
15:11:04.523 ; Main  ; Info ; Creating Kernel Object
15:11:04.524 ; Main  ; Info ; New RenderEngine Task
15:11:04.529 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
15:11:04.530 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
15:11:04.530 ; SmpegPlayer ; Info ; constructor successfull
15:11:05.092 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
15:11:05.252 ; Main  ; Info ; New Input Task
15:11:05.252 ; Main  ; Info ; New Timer Task
15:11:05.254 ; Main  ; Info ; New GameMenu Task
15:11:05.260 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
15:11:06.097 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
15:11:06.115 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
15:11:15.678 ; Main  ; Info ; Creating Kernel Object
15:11:15.679 ; Main  ; Info ; New RenderEngine Task
15:11:15.684 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
15:11:15.685 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
15:11:15.685 ; SmpegPlayer ; Info ; constructor successfull
15:11:16.248 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
15:11:16.407 ; Main  ; Info ; New Input Task
15:11:16.407 ; Main  ; Info ; New Timer Task
15:11:16.409 ; Main  ; Info ; New GameMenu Task
15:11:16.415 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
15:11:17.241 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
15:11:17.259 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
15:11:17.341 ; Main  ; Info ; GCPtr exit manual collect
15:11:17.341 ; GCPtr ; Warn ; Deleting [007C3648]
15:11:17.341 ; GCPtr ; Warn ; Deleting [007E16C0]
15:11:17.341 ; Main  ; Info ; Calling SDL_Quit()
15:31:29.997 ; Main  ; Info ; Creating Kernel Object
15:31:29.997 ; Main  ; Info ; New RenderEngine Task
15:31:30.003 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
15:31:30.003 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
15:31:30.004 ; SmpegPlayer ; Info ; constructor successfull
15:31:30.559 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
15:31:30.719 ; Main  ; Info ; New Input Task
15:31:30.719 ; Main  ; Info ; New Timer Task
15:31:30.720 ; Main  ; Info ; New GameMenu Task
15:31:30.726 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
15:31:31.551 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
15:31:31.569 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
15:31:31.708 ; Main  ; Info ; GCPtr exit manual collect
15:31:31.709 ; GCPtr ; Warn ; Deleting [00A43648]
15:31:31.709 ; GCPtr ; Warn ; Deleting [00A616C0]
15:31:31.709 ; Main  ; Info ; Calling SDL_Quit()
15:35:02.658 ; Main  ; Info ; Creating Kernel Object
15:35:02.659 ; Main  ; Info ; New RenderEngine Task
15:35:02.664 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
15:35:02.665 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
15:35:02.665 ; SmpegPlayer ; Info ; constructor successfull
15:35:03.234 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
15:35:03.393 ; Main  ; Info ; New Input Task
15:35:03.394 ; Main  ; Info ; New Timer Task
15:35:03.395 ; Main  ; Info ; New GameMenu Task
15:35:03.401 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
15:35:04.222 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
15:35:04.240 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
15:35:04.394 ; Main  ; Info ; GCPtr exit manual collect
15:35:04.394 ; GCPtr ; Warn ; Deleting [02543648]
15:35:04.394 ; GCPtr ; Warn ; Deleting [025616C0]
15:35:04.395 ; Main  ; Info ; Calling SDL_Quit()
15:37:00.436 ; Main  ; Info ; Creating Kernel Object
15:37:00.438 ; Main  ; Info ; New RenderEngine Task
15:37:00.445 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
15:37:00.449 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
15:37:00.452 ; SmpegPlayer ; Info ; constructor successfull
15:37:01.015 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
15:37:01.177 ; Main  ; Info ; New Input Task
15:37:01.179 ; Main  ; Info ; New Timer Task
15:37:01.181 ; Main  ; Info ; New GameMenu Task
15:37:01.188 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
15:37:02.018 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
15:37:02.039 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
15:37:03.265 ; Main  ; Info ; GCPtr exit manual collect
15:37:03.266 ; GCPtr ; Warn ; Deleting [01FA3728]
15:37:03.268 ; GCPtr ; Warn ; Deleting [01FC16D8]
15:37:03.270 ; Main  ; Info ; Calling SDL_Quit()
15:37:18.630 ; Main  ; Info ; Creating Kernel Object
15:37:18.631 ; Main  ; Info ; New RenderEngine Task
15:37:18.638 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
15:37:18.642 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
15:37:18.645 ; SmpegPlayer ; Info ; constructor successfull
15:37:19.220 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
15:37:19.382 ; Main  ; Info ; New Input Task
15:37:19.383 ; Main  ; Info ; New Timer Task
15:37:19.386 ; Main  ; Info ; New GameMenu Task
15:37:19.393 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
15:37:20.218 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
15:37:20.239 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
15:37:24.053 ; Main  ; Info ; GCPtr exit manual collect
15:37:24.054 ; GCPtr ; Warn ; Deleting [02163728]
15:37:24.056 ; GCPtr ; Warn ; Deleting [021816D8]
15:37:24.058 ; Main  ; Info ; Calling SDL_Quit()
15:38:06.385 ; Main  ; Info ; Creating Kernel Object
15:38:06.387 ; Main  ; Info ; New RenderEngine Task
15:38:06.394 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
15:38:06.398 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
15:38:06.400 ; SmpegPlayer ; Info ; constructor successfull
15:38:06.957 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
15:38:07.120 ; Main  ; Info ; New Input Task
15:38:07.122 ; Main  ; Info ; New Timer Task
15:38:07.124 ; Main  ; Info ; New GameMenu Task
15:38:07.132 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
15:38:07.965 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
15:38:07.986 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
15:38:12.666 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
15:38:14.330 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
15:38:16.763 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
15:38:20.514 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
15:38:21.014 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
15:38:59.113 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
15:38:59.541 ; Main  ; Info ; GCPtr exit manual collect
15:38:59.543 ; GCPtr ; Warn ; Deleting [00543728]
15:38:59.545 ; GCPtr ; Warn ; Deleting [005616D8]
15:38:59.547 ; GCPtr ; Warn ; Deleting [00578890]
15:38:59.549 ; GCPtr ; Warn ; Deleting [00576CA0]
15:38:59.551 ; GCPtr ; Warn ; Deleting [005755E8]
15:38:59.552 ; GCPtr ; Warn ; Deleting [00574E18]
15:38:59.554 ; GCPtr ; Warn ; Deleting [00597DA8]
15:38:59.556 ; GCPtr ; Warn ; Deleting [005977F0]
15:38:59.558 ; GCPtr ; Warn ; Deleting [00597250]
15:38:59.559 ; GCPtr ; Warn ; Deleting [005745F8]
15:38:59.561 ; GCPtr ; Warn ; Deleting [005B3CF0]
15:38:59.563 ; GCPtr ; Warn ; Deleting [005B3738]
15:38:59.564 ; GCPtr ; Warn ; Deleting [005C2550]
15:38:59.566 ; GCPtr ; Warn ; Deleting [005C2098]
15:38:59.568 ; Main  ; Info ; Calling SDL_Quit()
16:44:03.026 ; Main  ; Info ; Creating Kernel Object
16:44:03.031 ; Main  ; Info ; New RenderEngine Task
16:44:03.041 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
16:44:03.048 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
16:44:03.052 ; SmpegPlayer ; Info ; constructor successfull
16:44:03.833 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
16:44:04.604 ; Main  ; Info ; New Input Task
16:44:04.616 ; Main  ; Info ; New Timer Task
16:44:04.628 ; Main  ; Info ; New GameMenu Task
16:44:04.670 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
16:44:06.398 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
16:44:06.501 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
16:44:14.147 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
16:44:22.073 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
16:44:23.433 ; Main  ; Info ; GCPtr exit manual collect
16:44:23.449 ; GCPtr ; Warn ; Deleting [009F3560]
16:44:23.462 ; GCPtr ; Warn ; Deleting [00A13958]
16:44:23.478 ; GCPtr ; Warn ; Deleting [00A28600]
16:44:23.490 ; GCPtr ; Warn ; Deleting [00A28120]
16:44:23.506 ; GCPtr ; Warn ; Deleting [00A34FC8]
16:44:23.523 ; GCPtr ; Warn ; Deleting [00A24728]
16:44:23.537 ; Main  ; Info ; Calling SDL_Quit()
16:44:27.963 ; Main  ; Info ; Creating Kernel Object
16:44:27.969 ; Main  ; Info ; New RenderEngine Task
16:44:27.987 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
16:44:27.997 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
16:44:28.003 ; SmpegPlayer ; Info ; constructor successfull
16:44:28.666 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
16:44:29.077 ; Main  ; Info ; New Input Task
16:44:29.082 ; Main  ; Info ; New Timer Task
16:44:29.088 ; Main  ; Info ; New GameMenu Task
16:44:29.113 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
16:44:30.044 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
16:44:30.089 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
16:44:43.808 ; Main  ; Info ; GCPtr exit manual collect
16:44:43.815 ; GCPtr ; Warn ; Deleting [00843560]
16:44:43.819 ; GCPtr ; Warn ; Deleting [00863958]
16:44:43.824 ; Main  ; Info ; Calling SDL_Quit()
16:44:54.543 ; Main  ; Info ; Creating Kernel Object
16:44:54.549 ; Main  ; Info ; New RenderEngine Task
16:44:54.566 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
16:44:54.576 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
16:44:54.583 ; SmpegPlayer ; Info ; constructor successfull
16:44:55.253 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
16:44:55.970 ; Main  ; Info ; New Input Task
16:44:55.979 ; Main  ; Info ; New Timer Task
16:44:55.990 ; Main  ; Info ; New GameMenu Task
16:44:56.026 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
16:44:57.623 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
16:44:57.722 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
16:44:59.022 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
16:44:59.264 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
16:44:59.726 ; Main  ; Info ; GCPtr exit manual collect
16:44:59.740 ; GCPtr ; Warn ; Deleting [02063560]
16:44:59.753 ; GCPtr ; Warn ; Deleting [02083958]
16:44:59.765 ; GCPtr ; Warn ; Deleting [02096A60]
16:44:59.778 ; GCPtr ; Warn ; Deleting [020966A0]
16:44:59.790 ; GCPtr ; Warn ; Deleting [02094FB0]
16:44:59.799 ; GCPtr ; Warn ; Deleting [02093880]
16:44:59.808 ; Main  ; Info ; Calling SDL_Quit()
16:45:22.463 ; Main  ; Info ; Creating Kernel Object
16:45:22.471 ; Main  ; Info ; New RenderEngine Task
16:45:22.499 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
16:45:22.516 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
16:45:22.531 ; SmpegPlayer ; Info ; constructor successfull
16:45:23.240 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
16:45:24.008 ; Main  ; Info ; New Input Task
16:45:24.019 ; Main  ; Info ; New Timer Task
16:45:24.035 ; Main  ; Info ; New GameMenu Task
16:45:24.081 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
16:45:25.473 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
16:45:25.576 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
16:45:25.762 ; Main  ; Info ; GCPtr exit manual collect
16:45:25.780 ; GCPtr ; Warn ; Deleting [005A3560]
16:45:25.797 ; GCPtr ; Warn ; Deleting [005C3958]
16:45:25.810 ; Main  ; Info ; Calling SDL_Quit()
09:12:17.160 ; Main  ; Info ; Creating Kernel Object
09:12:17.162 ; Main  ; Info ; New RenderEngine Task
09:12:17.169 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
09:12:17.174 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
09:12:17.176 ; SmpegPlayer ; Info ; constructor successfull
09:12:17.755 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
09:12:17.934 ; Main  ; Info ; New Input Task
09:12:17.936 ; Main  ; Info ; New Timer Task
09:12:17.939 ; Main  ; Info ; New GameMenu Task
09:12:17.947 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
09:12:18.881 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
09:12:18.903 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
09:12:24.190 ; Main  ; Info ; GCPtr exit manual collect
09:12:24.192 ; GCPtr ; Warn ; Deleting [00983728]
09:12:24.193 ; GCPtr ; Warn ; Deleting [009A16D8]
09:12:24.194 ; Main  ; Info ; Calling SDL_Quit()
10:11:39.442 ; Main  ; Info ; Creating Kernel Object
10:11:39.444 ; Main  ; Info ; New RenderEngine Task
10:11:39.452 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
10:11:39.455 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
10:11:39.458 ; SmpegPlayer ; Info ; constructor successfull
10:11:40.017 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
10:11:40.181 ; Main  ; Info ; New Input Task
10:11:40.183 ; Main  ; Info ; New Timer Task
10:11:40.185 ; Main  ; Info ; New GameMenu Task
10:11:40.193 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
10:11:41.021 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
10:11:41.042 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
10:11:41.181 ; Main  ; Info ; GCPtr exit manual collect
10:11:41.182 ; GCPtr ; Warn ; Deleting [007F3728]
10:11:41.184 ; GCPtr ; Warn ; Deleting [008116D8]
10:11:41.186 ; Main  ; Info ; Calling SDL_Quit()
10:12:50.577 ; Main  ; Info ; Creating Kernel Object
10:12:50.578 ; Main  ; Info ; New RenderEngine Task
10:12:50.586 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
10:12:50.589 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
10:12:50.592 ; SmpegPlayer ; Info ; constructor successfull
10:12:51.142 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
10:12:51.306 ; Main  ; Info ; New Input Task
10:12:51.307 ; Main  ; Info ; New Timer Task
10:12:51.310 ; Main  ; Info ; New GameMenu Task
10:12:51.318 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
10:12:52.147 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
10:12:52.168 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
10:12:52.428 ; Main  ; Info ; GCPtr exit manual collect
10:12:52.430 ; GCPtr ; Warn ; Deleting [00E53728]
10:12:52.432 ; GCPtr ; Warn ; Deleting [00E716D8]
10:12:52.433 ; Main  ; Info ; Calling SDL_Quit()
10:13:35.546 ; Main  ; Info ; Creating Kernel Object
10:13:35.548 ; Main  ; Info ; New RenderEngine Task
10:13:35.556 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
10:13:35.559 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
10:13:35.562 ; SmpegPlayer ; Info ; constructor successfull
10:13:36.115 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
10:13:36.278 ; Main  ; Info ; New Input Task
10:13:36.280 ; Main  ; Info ; New Timer Task
10:13:36.283 ; Main  ; Info ; New GameMenu Task
10:13:36.291 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
10:13:37.126 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
10:13:37.146 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
10:17:14.684 ; Main  ; Info ; GCPtr exit manual collect
10:17:14.686 ; GCPtr ; Warn ; Deleting [004C3728]
10:17:14.687 ; GCPtr ; Warn ; Deleting [004E16D8]
10:17:14.689 ; Main  ; Info ; Calling SDL_Quit()
10:26:56.068 ; Main  ; Info ; Creating Kernel Object
10:26:56.070 ; Main  ; Info ; New RenderEngine Task
10:26:56.077 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
10:26:56.081 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
10:26:56.083 ; SmpegPlayer ; Info ; constructor successfull
10:26:56.648 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
10:26:56.811 ; Main  ; Info ; New Input Task
10:26:56.812 ; Main  ; Info ; New Timer Task
10:26:56.815 ; Main  ; Info ; New GameMenu Task
10:26:56.823 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
10:26:57.653 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
10:26:57.674 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
10:26:58.966 ; Main  ; Info ; GCPtr exit manual collect
10:26:58.967 ; GCPtr ; Warn ; Deleting [00323728]
10:26:58.969 ; GCPtr ; Warn ; Deleting [003416D8]
10:26:58.971 ; Main  ; Info ; Calling SDL_Quit()
10:27:24.465 ; Main  ; Info ; Creating Kernel Object
10:27:24.467 ; Main  ; Info ; New RenderEngine Task
10:27:24.474 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
10:27:24.478 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
10:27:24.481 ; SmpegPlayer ; Info ; constructor successfull
10:27:25.039 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
10:27:25.203 ; Main  ; Info ; New Input Task
10:27:25.204 ; Main  ; Info ; New Timer Task
10:27:25.207 ; Main  ; Info ; New GameMenu Task
